"TIME","European Union - 28 countries (2013-2020)","Belgium","Czechia","Denmark","Spain","Italy","Lithuania","Poland","Finland","Sweden","ISCO","total_employment","share_Belgium","share_Spain","share_Poland"
"2011-Q1",12850.9,279,223.5,57.6,879.8,896,120,963.5,137.2,232.6,1,7755470.8,3.59746051780635e-05,0.000113442500486237,0.000124234882039656
"2011-Q2",12834.2,304.7,226.2,58.2,911.6,897,118.9,918.4,135.8,236,1,7755470.8,3.92883949740356e-05,0.000117542831829113,0.000118419632242056
"2011-Q3",12763.1,348.8,227.3,107.5,881.4,840.1,107,913.8,123.5,238.5,1,7755470.8,4.49747035344392e-05,0.000113648806465753,0.000117826502550948
"2011-Q4",12668.1,347.9,230.3,74.1,888.2,764.9,107.8,935.9,106.6,246.1,1,7755470.8,4.48586564209616e-05,0.000114525606878695,0.000120676103893009
"2012-Q1",12197.3,304,231.1,50.6,848.8,762.2,107.5,952.5,102.5,249.8,1,7755470.8,3.91981361079975e-05,0.000109445322133119,0.000122816528430485
"2012-Q2",12465.8,341,241.3,52,856.4,790.1,112.3,952,92.3,260.7,1,7755470.8,4.39689618842998e-05,0.000110425275535819,0.000122752057811887
"2012-Q3",12627.4,397.9,252.5,52.1,832.7,787.9,111.6,947.8,87,266.1,1,7755470.8,5.13057182808296e-05,0.000107369368214242,0.000122210504615658
"2012-Q4",12521.7,405.9,260.1,49.3,818.2,793,111.8,971.7,78.2,265.6,1,7755470.8,5.23372481784085e-05,0.00010549972027488,0.000125292200184675
"2013-Q1",12350.6,365.9,265.6,49.1,809.4,786.2,108.3,952.7,69.9,265.4,1,7755470.8,4.71795986905141e-05,0.000104365037387543,0.000122842316677925
"2013-Q2",12458.5,350.2,272.4,46.3,783.8,770.3,109.8,960.1,67.6,257.3,1,7755470.8,4.51552212665155e-05,0.000101064141715291,0.000123796481833185
"2013-Q3",12418.7,358.1,266.6,55.3,776.7,785.1,113.9,961.1,70.8,265.1,1,7755470.8,4.61738570403746e-05,0.00010014865893119,0.000123925423070383
"2013-Q4",12485,377.2,257.7,54.6,761.2,794.6,113.2,987.6,61.3,261.7,1,7755470.8,4.86366346708442e-05,9.81500697546305e-05,0.000127342365856113
"2014-Q1",12490,388.4,250,51.9,758.5,768.8,112,996.9,66.5,260.5,1,7755470.8,5.00807765274547e-05,9.78019284141976e-05,0.000128541519362048
"2014-Q2",12411.3,412.3,248.3,49.8,748.5,804,108.5,959.2,62.1,257.7,1,7755470.8,5.31624720964716e-05,9.6512516042224e-05,0.000123680434719708
"2014-Q3",12489.4,391.9,247.5,62.7,758.4,787.2,115.3,951.6,64.2,254.2,1,7755470.8,5.05320708576454e-05,9.77890342904779e-05,0.000122700481317008
"2014-Q4",12496.4,345.1,253,66.4,755.4,765.5,116.8,957.4,66.1,251.8,1,7755470.8,4.4497620956809e-05,9.74022105788858e-05,0.000123448340492753
"2015-Q1",12549.6,360,257.4,60.7,748.2,786.4,115.3,969.8,71.7,253.5,1,7755470.8,4.64188453910496e-05,9.64738336710648e-05,0.000125047211834
"2015-Q2",12745.6,360.2,265.4,57.4,758.7,809.8,116,973.3,75.2,260.5,1,7755470.8,4.64446336384891e-05,9.78277166616371e-05,0.000125498506164191
"2015-Q3",12640.3,393.3,273.4,74.1,750.1,763.3,115.8,966.3,76.1,259.9,1,7755470.8,5.07125885897217e-05,9.67188220217398e-05,0.000124595917503809
"2015-Q4",12701.8,365.2,266.4,72.8,734.7,777,115.5,969.2,76.3,270.7,1,7755470.8,4.70893398244759e-05,9.47331269689005e-05,0.000124969847091681
"2016-Q1",12888.2,367.2,267.6,81.9,732.3,836.2,121.6,986.2,82.2,267.9,1,7755470.8,4.73472222988706e-05,9.44236679996268e-05,0.000127161848124037
"2016-Q2",12852.1,378,265.2,65.1,720.6,811.9,123.8,958.5,79.3,272.5,1,7755470.8,4.87397876606021e-05,9.29150555244177e-05,0.00012359017585367
"2016-Q3",12920.6,388.5,256.3,91.5,719.2,765.9,121.1,1009.5,75.3,290.6,1,7755470.8,5.00936706511744e-05,9.27345377923414e-05,0.000130166178950735
"2016-Q4",12908,371.4,245.6,73,728.5,792.2,118,1019.9,76.9,279.6,1,7755470.8,4.78887754950995e-05,9.39336912982768e-05,0.000131507167817588
"2017-Q1",12855.6,378,245.6,63.3,729.5,801.6,116.3,988.1,81.3,284.5,1,7755470.8,4.87397876606021e-05,9.40626325354742e-05,0.000127406836474712
"2017-Q2",12943.3,368,241.4,62,763.9,809.2,116.2,946.6,79.8,286.2,1,7755470.8,4.74503752886285e-05,9.84982110950634e-05,0.000122055775131021
"2017-Q3",13079.1,362.6,233.5,76.7,753.3,794,117.6,1022.8,85,288.7,1,7755470.8,4.67540926077628e-05,9.71314339807714e-05,0.00013188109740546
"2017-Q4",13102.3,355.6,239.7,74.3,732,794.7,120.3,1020.2,84.1,299.1,1,7755470.8,4.58515039473813e-05,9.43849856284676e-05,0.000131545850188747
"2018-Q1",13017.3,362.5,238.9,70.4,752.6,784.4,118.8,941.6,84.7,302.9,1,7755470.8,4.6741198484043e-05,9.70411751147332e-05,0.000121411068945034
"2018-Q2",13138.1,365.8,237.8,76,770.2,807.1,116.8,991.6,86.3,302,1,7755470.8,4.71667045667943e-05,9.93105408894067e-05,0.000127858130804902
"2018-Q3",13255.6,377.9,230.1,88.5,783.2,795.4,123.3,1023,80.7,297.7,1,7755470.8,4.87268935368824e-05,0.000100986776972972,0.000131906885652899
"2018-Q4",13345.1,383.1,231.3,72.8,776.7,820.5,123.9,1006.5,76.3,310.5,1,7755470.8,4.93973879703087e-05,0.00010014865893119,0.000129779355239143
"2019-Q1",13354.6,370.3,236.8,77.8,763,762.6,117.7,984.1,86.1,300.4,1,7755470.8,4.77469401341824e-05,9.83821639815858e-05,0.000126891071525922
"2019-Q2",13566.4,399.4,224.1,87.9,756.6,762.7,122.2,1001.9,83.6,313.7,1,7755470.8,5.14991301366256e-05,9.75569400635226e-05,0.000129186225548035
"2019-Q3",13714,409.9,224.8,97.1,754,777.9,123.4,981.1,78.4,315.4,1,7755470.8,5.28530131271979e-05,9.72216928468095e-05,0.00012650424781433
"2019-Q4",13767.2,403,218.5,85.2,742.5,779,124.6,981.2,70.3,312.9,1,7755470.8,5.19633185905361e-05,9.57388686190399e-05,0.00012651714193805
"2020-Q1",NA,404.4,214.2,81.7,722.7,762.1,123.1,1000.4,75.4,311,1,7755470.8,5.21438363226124e-05,9.31858321225321e-05,0.000128992813692239
"2020-Q2",NA,406.9,208.8,73.4,720.5,731.5,120,996.7,71.5,309.5,1,7755470.8,5.24661894156058e-05,9.29021614006979e-05,0.000128515731114609
"2020-Q3",NA,403.9,215,77.6,749.6,765.7,117.7,991.8,60.4,311.5,1,7755470.8,5.20793657040137e-05,9.66543514031411e-05,0.000127883919052342
"2020-Q4",NA,384.3,221.5,69.8,728.2,774.2,112.5,979.4,62.8,315.3,1,7755470.8,4.95521174549455e-05,9.38950089271176e-05,0.000126285047711094
"2011-Q1",37682,880.6,581.8,661.2,3001.9,3012.3,266.5,2574.9,506.8,1102.2,2,182039.5,0.000113545653475995,0.000387068699942755,0.000332010791659483
"2011-Q2",37735.7,940.1,590.5,650.4,2987.1,3001.1,262.2,2588.4,509.6,1118,2,182039.5,0.000121217657089238,0.000385160369632234,0.000333751498361647
"2011-Q3",37486.5,895.3,592.9,655.3,2901.6,2803.8,272.6,2571.7,517.1,1125.4,2,182039.5,0.000115441089662796,0.00037413589385186,0.000331598179700451
"2011-Q4",38022.9,917.5,628.4,676.5,2953,2940.4,277.2,2673.9,532.7,1131.2,2,182039.5,0.000118303585128578,0.000380763473443804,0.000344775974142021
"2012-Q1",37814.7,940.7,645.3,690.3,2970.8,2979.1,275.5,2738.7,539.2,1135.8,2,182039.5,0.000121295021831557,0.000383058627465917,0.00035313136631241
"2012-Q2",38188.3,954.8,641.1,683.8,3002.7,3021.3,276.9,2702.1,545.6,1135.6,2,182039.5,0.000123113093276039,0.000387171852932513,0.000348412117030987
"2012-Q3",38035,958.1,655.4,692,2921.2,2951.7,278.4,2718.9,541.8,1127.7,2,182039.5,0.000123538599358791,0.000376663142100928,0.000350578329815902
"2012-Q4",38567.4,975.5,677,710.8,2973.6,3053.5,279.3,2809.7,555,1144.5,2,182039.5,0.000125782176886025,0.00038341966293007,0.000362286194153423
"2013-Q1",38524.3,970.9,679.3,698.4,2973.2,3072.7,287.8,2774.7,551.9,1144.8,2,182039.5,0.000125189047194917,0.000383368086435191,0.000357773250851515
"2013-Q2",38938.3,981.6,692,694.4,3016,3079,292.8,2787.8,555.1,1161.5,2,182039.5,0.000126568718432929,0.000388886771387238,0.0003594623810588
"2013-Q3",38800.5,988.7,695.8,688.9,2969.3,2971.9,286,2812.1,566.7,1160.6,2,182039.5,0.00012748420121703,0.000382865215610121,0.000362595653122696
"2013-Q4",39005.7,1017.1,701.4,698,3007.1,3108.2,289,2850,570.9,1174,2,182039.5,0.000131146132353435,0.000387739194376182,0.000367482526012476
"2014-Q1",39475,1076.5,710.6,700.5,2998.1,3180.5,295.8,2869.1,564.4,1175,2,182039.5,0.000138805241842958,0.000386578723241405,0.000369945303642946
"2014-Q2",39623.8,1067.4,718.9,693.9,3010.1,3105.2,299.8,2928.8,563.2,1193.3,2,182039.5,0.000137631876584462,0.000388126018087774,0.000377643095503628
"2014-Q3",39516,1018.3,722.5,671,2943,2941.9,301.7,2937.1,574.4,1202.7,2,182039.5,0.000131300861838072,0.000379474061071831,0.000378713307772366
"2014-Q4",40020.4,1042.1,737.5,684.1,3067.5,3145.4,296,2919.3,575.6,1217.8,2,182039.5,0.000134369663283369,0.000395527245102902,0.000376418153750253
"2015-Q1",40124.2,1040.1,734.1,687.9,3016.6,3200.4,292.9,2964.6,579.7,1222.6,2,182039.5,0.000134111780808974,0.000388964136129556,0.000382259191795294
"2015-Q2",40546.3,1045.7,734.8,683.4,3077.6,3150.6,297.3,3014.2,568.5,1237.6,2,182039.5,0.000134833851737279,0.000396829551598595,0.000388654677160283
"2015-Q3",40647.3,1030,744.3,670.2,3061.6,2991.1,308.6,3045.2,577.3,1248.6,2,182039.5,0.000132809474313281,0.000394766491803438,0.000392651855513401
"2015-Q4",41297.9,1004.7,745.8,683.7,3167.7,3196.6,307.3,3050.9,578.7,1261.4,2,182039.5,0.000129547261012188,0.000408447157070078,0.000393386820565426
"2016-Q1",41671.6,1060.9,751.8,677.7,3215.8,3273.3,310,2965.1,565,1276.4,2,182039.5,0.000136793758542679,0.000414649230579271,0.000382323662413892
"2016-Q2",41874.3,1029.1,747.2,695.9,3262.1,3272.4,308.7,2975.1,561.8,1314.6,2,182039.5,0.000132693427199803,0.000420619209861508,0.000383613074785866
"2016-Q3",41935.4,1087.9,767,715.8,3214.3,3091,307.1,2966.5,574.1,1325.5,2,182039.5,0.000140275171947008,0.000414455818723475,0.000382504180145969
"2016-Q4",42459.7,1150.3,768.2,704.9,3286,3207.5,307.3,3030.5,577.7,1327.2,2,182039.5,0.000148321105148123,0.000423700905430525,0.0003907564193266
"2017-Q1",42444.7,1132.7,771.5,682.6,3283.7,3291.6,301.4,3044.7,591.7,1325.9,2,182039.5,0.00014605173937345,0.000423404340584971,0.000392587384894802
"2017-Q2",43076,1155.3,754.3,730.1,3328.7,3334.3,304.5,3097.1,607.4,1342.2,2,182039.5,0.00014896581133411,0.000429206696258853,0.000399343905723944
"2017-Q3",42799.2,1161,772.6,723.7,3305.7,3180.2,305.8,3073.5,589.4,1351.9,2,182039.5,0.000149700776386135,0.000426241047803313,0.000396300892526086
"2017-Q4",43318,1186.9,790.4,730.6,3350.1,3318.4,303.9,3155,608.8,1362.6,2,182039.5,0.000153040354429547,0.000431966038734876,0.000406809603357671
"2018-Q1",43481,1151.1,810.7,744.8,3330.7,3347.4,304.5,3199.8,614.6,1376,2,182039.5,0.000148424258137881,0.000429464578733247,0.000412586170784113
"2018-Q2",43931.6,1168.5,810.2,747.9,3372.7,3393.9,307.1,3229.7,616.8,1408.9,2,182039.5,0.000150667835665115,0.000434880110695536,0.000416441513776314
"2018-Q3",44137.5,1170.5,822.7,759.4,3391.1,3217.1,318.1,3206.6,616.9,1424.4,2,182039.5,0.00015092571813951,0.000437252629459968,0.000413462971197055
"2018-Q4",44983.6,1212.9,832.1,767.9,3531.7,3381.2,306.3,3166.4,644.1,1421.8,2,182039.5,0.000156392826596678,0.000455381767409917,0.000408279533461721
"2019-Q1",45362.6,1201.4,824.8,772,3576.5,3404.7,307.8,3248.4,645.8,1445.3,2,182039.5,0.000154910002368908,0.000461158334836358,0.000418852714911905
"2019-Q2",45698.3,1221.1,811.6,756.9,3609.5,3447.9,311.8,3393.6,639.3,1471.2,2,182039.5,0.000157450144741696,0.000465413395663871,0.000437574982552961
"2019-Q3",45406.2,1185.4,814.2,765.2,3563.8,3315.1,318.4,3333,659.4,1475.5,2,182039.5,0.000152846942573751,0.000459520781123952,0.000429761143578801
"2019-Q4",46608.4,1201,822.8,799.4,3681.3,3486.3,322,3279.7,681.1,1496,2,182039.5,0.000154858425874029,0.000474671376494642,0.000422888575636182
"2020-Q1",NA,1217.4,834.9,798.3,3694.8,3502.1,324.6,3301.7,695.8,1489.4,2,182039.5,0.000156973062164066,0.000476412083196806,0.000425725282854524
"2020-Q2",NA,1268.9,837.4,785.1,3601.9,3431.4,322.3,3260.2,696.8,1502.2,2,182039.5,0.00016361353587973,0.000464433442261171,0.000420374221510833
"2020-Q3",NA,1266.6,849.7,785.3,3568.4,3244.3,316.7,3370.1,731.4,1495.9,2,182039.5,0.000163316971034176,0.00046011391081506,0.000434544863478823
"2020-Q4",NA,1270.4,875.3,792.4,3667.9,3548.7,325.3,3373.9,739.4,1503.9,2,182039.5,0.000163806947735526,0.000472943563916197,0.000435034840180173
"2011-Q1",32653.6,725,938.7,414.1,2039.4,3915.9,138.2,1676.1,398.1,722.2,3,198361.4,9.34823969680861e-05,0.000262962759140296,0.000216118407666495
"2011-Q2",32890.6,713.5,936.8,444.5,2010.7,3973.1,142.8,1679,411.1,722.3,3,198361.4,9.19995727403164e-05,0.000259262145632732,0.000216492337254368
"2011-Q3",32947.8,708.7,923.3,442,2027.6,3821.7,144.1,1709.7,409.4,730.2,3,198361.4,9.13806548017691e-05,0.000261441252541367,0.000220450833236327
"2011-Q4",32811.5,707.1,906.7,443.9,1982.2,3865.5,143.5,1698.3,417.9,733.9,3,198361.4,9.11743488222533e-05,0.000255587320372607,0.000218980903132277
"2012-Q1",33316.5,725.8,877.7,437,1918.4,3896.5,142.1,1673.6,419.7,731.7,3,198361.4,9.35855499578439e-05,0.000247360869439416,0.000215796054573502
"2012-Q2",33353.6,685.6,880,441.6,1940.6,3914.6,142.6,1673.9,432,740.9,3,198361.4,8.84021122225101e-05,0.000250223364905197,0.000215834736944661
"2012-Q3",33525.2,655.7,898.9,440.4,1889.9,3842.5,142,1667.9,444.2,745.1,3,198361.4,8.4546769230309e-05,0.000243686044179291,0.000215061089521477
"2012-Q4",33506.5,631.3,884,438.4,1843,3884.6,141,1687.5,439.1,760.2,3,198361.4,8.14006030426934e-05,0.000237638700154735,0.000217588337770545
"2013-Q1",33290,643.6,869.5,444.8,1836.6,3818.8,143.5,1684.9,442.3,762.5,3,198361.4,8.2986580260221e-05,0.000236813476236672,0.000217253090553832
"2013-Q2",33296.1,643.9,872.2,452.5,1846.6,3752.6,144.3,1709.9,445.2,775.5,3,198361.4,8.30252626313802e-05,0.000238102888608645,0.000220476621483766
"2013-Q3",33701.6,638.8,866.9,437.7,1857,3841.6,140.5,1735.2,449.5,779.8,3,198361.4,8.23676623216736e-05,0.000239443877475498,0.000223738834784859
"2013-Q4",33594.8,623.9,855.9,430.4,1870.8,3879.1,134.6,1737.1,444,788.2,3,198361.4,8.0446437887433e-05,0.000241223266548821,0.000223983823135534
"2014-Q1",33594.8,647.6,863.1,439.3,1872.2,3785.9,135.3,1751.9,442.9,793.7,3,198361.4,8.35023452090104e-05,0.000241403784280898,0.000225892153446055
"2014-Q2",33757.3,641.4,869.5,442.2,1935.9,3803.6,135.4,1816.1,451.9,805.2,3,198361.4,8.27029095383868e-05,0.000249617341090369,0.000234170180874126
"2014-Q3",34276.5,616,870.2,443.3,1920.9,3861.7,139.9,1870.7,446.8,818.3,3,198361.4,7.94278021135738e-05,0.000247683222532409,0.000241210372425102
"2014-Q4",34333.7,655.9,865.8,445.3,1934.9,3886.3,139.4,1893.4,448,812.3,3,198361.4,8.45725574777485e-05,0.000249488399853172,0.000244137338509482
"2015-Q1",34321.4,640.4,848.8,464,1942.9,3799.3,129.4,1897.7,436.2,831.9,3,198361.4,8.25739683011894e-05,0.000250519929750751,0.00024469178582943
"2015-Q2",34265.3,609.4,839.1,457.1,1971,3844.8,128,1926.9,449.3,828.8,3,198361.4,7.85767899480712e-05,0.000254143178515997,0.000248456869955593
"2015-Q3",34664.5,658.8,831.7,434.8,1979.9,3889.5,123.4,1962.9,444.2,831.5,3,198361.4,8.49464870656208e-05,0.000255290755527053,0.000253098754494698
"2015-Q4",34775.5,690.4,842.4,461.1,1991.6,3936,122.6,1964.4,438.1,843.1,3,198361.4,8.90210301610574e-05,0.000256799368002262,0.000253292166350494
"2016-Q1",34920.9,631.9,856.9,431.5,2014.3,3907.8,123.2,1939.8,447.3,858.1,3,198361.4,8.14779677850118e-05,0.000259726334086642,0.000250120211915439
"2016-Q2",35021.9,612.8,852.8,479.9,2017.9,3915.5,126.3,2009.1,455.2,862.8,3,198361.4,7.90151901545423e-05,0.000260190522540553,0.000259055839653216
"2016-Q3",35289.9,608.6,860.7,473.5,2002.3,3894.6,127.6,2084.4,460,858.7,3,198361.4,7.84736369583134e-05,0.000258179039240274,0.000268765114814177
"2016-Q4",35367,625,890.7,486.3,2040.2,3948.2,129.1,2068.3,457.8,855.8,3,198361.4,8.05882732483501e-05,0.000263065912130054,0.0002666891608953
"2017-Q1",35471.4,660,900.2,476.5,2064.5,3971.6,123.5,2043.3,455.6,871.2,3,198361.4,8.51012165502577e-05,0.00026619918419395,0.000263465629965366
"2017-Q2",35563.7,654.3,898,497.7,2078.4,3890.2,126.9,2107.8,458.4,886,3,198361.4,8.43662514982327e-05,0.000267991467390993,0.000271782339764596
"2017-Q3",35815.4,647.9,929.2,496.8,2120.2,3915.4,125.1,2088.6,459.2,902.2,3,198361.4,8.35410275801696e-05,0.000273381211105843,0.000269306668010406
"2017-Q4",35958,661,910.9,488.6,2121.3,4040,126.8,2144.5,465.9,891.6,3,198361.4,8.5230157787455e-05,0.00027352304646676,0.000276514483169739
"2018-Q1",36147.5,685,908.7,503.8,2126.9,4021.1,127.3,2168,462.2,902.4,3,198361.4,8.83247474801917e-05,0.000274245117395065,0.000279544602243877
"2018-Q2",36158.6,655.3,893.6,490.8,2154,4010.2,129.1,2110,475.6,913.9,3,198361.4,8.44951927354301e-05,0.000277739424923114,0.00027206601048643
"2018-Q3",36277,668,887.1,462.6,2154.2,4030.5,128.7,2151.6,481,914.5,3,198361.4,8.61327464478365e-05,0.000277765213170553,0.00027742996595384
"2018-Q4",36382.6,674,881.1,496.8,2187.8,3962.8,129.7,2210.5,491.2,908.4,3,198361.4,8.69063938710207e-05,0.000282097638740384,0.000285024604824764
"2019-Q1",36398,679.2,876.9,503,2165.3,3981.3,129,2073.2,480.8,904.7,3,198361.4,8.7576888304447e-05,0.000279196460903444,0.000267320972957567
"2019-Q2",36503.4,670,871,499,2197,4057.2,126.2,2098,489.1,897.4,3,198361.4,8.63906289222313e-05,0.0002832838981226,0.000270518715640061
"2019-Q3",36782.2,654.2,884.8,487.8,2228.3,4024.1,130.6,2143.7,493.1,907.3,3,198361.4,8.4353357374513e-05,0.000287319758846877,0.000276411330179981
"2019-Q4",36984.1,667.8,912,494.6,2293,4017.7,131,2103.8,482.6,927.8,3,198361.4,8.61069582003971e-05,0.000295662256893547,0.000271266574815806
"2020-Q1",NA,685.5,917.4,505.6,2270,3983,131.5,2196.8,497,922.2,3,198361.4,8.83892180987903e-05,0.000292696608438007,0.000283258109875161
"2020-Q2",NA,668.8,896.7,488.7,2228,3966.4,128.8,2143.5,486.4,904.8,3,198361.4,8.62358994375944e-05,0.000287281076475718,0.000276385541932541
